10,0,0,-45,0,7.03
11,0,0,-45,0,7.03
12,0,0,-45,0,7.03
13,0,0,-45,0,7.03
14,0,0,-45,0,7.03
15,0,0,-45,0,7.03
16,0,0,-45,0,7.03
17,0,0,-45,0,7.03
18,0,0,-45,0,7.03
19,0,0,-45,0,7.03
20,0,0,-45,0,7.03
21,0,0,-45,0,7.03
22,0,0,-45,0,7.03
23,0,0,-45,0,7.03
24,0,0,-45,0,7.03
25,0,0,-45,0,7.03
26,0,0,-45,0,7.03
27,0,0,-45,0,7.03
28,0,0,-45,0,7.03
53,9,1,-9,7,2.73
54,9,1,-9,7,2.73
55,9,1,-9,7,2.73
56,9,1,-9,7,2.73
57,9,1,-9,7,2.73
58,9,1,-9,7,2.73
59,9,1,-9,7,2.73
60,9,1,-9,7,2.73
61,9,1,-9,7,2.73
62,9,1,-9,7,2.73
63,9,1,-9,7,2.73
64,9,1,-9,7,2.73
65,9,1,-9,7,2.73
66,9,1,-9,7,2.73
67,9,1,-9,7,2.73
68,9,1,-9,7,2.73
69,9,1,-9,7,2.73
70,9,1,-9,7,2.73
71,9,1,-9,7,2.73
72,9,1,-9,7,2.73
73,9,1,-9,7,2.73
74,9,1,-9,7,2.73
75,9,1,-9,7,2.73
76,9,1,-9,7,2.73
77,9,1,-9,7,2.73
78,9,1,-9,7,2.73
79,9,1,-9,7,2.73
80,9,1,-9,7,2.73
81,9,1,-9,7,2.73
82,9,1,-9,7,2.73
83,9,1,-9,7,2.73
84,9,1,-9,7,2.73
85,9,1,-9,7,2.73
86,9,1,-9,7,2.73
87,9,1,-9,7,2.73
88,9,1,-9,7,2.73
89,9,1,-9,7,2.73
90,9,1,-9,7,2.73
91,9,1,-9,7,2.73
92,9,1,-9,7,2.73
93,9,1,-9,7,2.73
94,9,1,-9,7,2.73
95,9,1,-9,7,2.73
96,9,1,-9,7,2.73
97,9,1,-9,7,2.73
98,9,1,-9,7,2.73
99,9,1,-9,7,2.73
100,9,1,-9,7,2.73
101,9,1,-9,7,2.73
102,9,1,-9,7,2.73
103,9,1,-9,7,2.73
104,9,1,-9,7,2.73
105,9,1,-9,7,2.73
106,9,1,-9,7,2.73
107,9,1,-9,7,2.73
108,9,1,-9,7,2.73
109,9,1,-9,7,2.73
110,9,1,-9,7,2.73
111,9,1,-9,7,2.73
112,9,1,-9,7,2.73
113,9,1,-9,7,2.73
114,9,1,-9,7,2.73
115,9,1,-9,7,2.73
116,9,1,-9,7,2.73
117,9,1,-9,7,2.73
118,9,1,-9,7,2.73
119,9,1,-9,7,2.73
120,9,1,-9,7,2.73
121,9,1,-9,7,2.73
122,9,1,-9,7,2.73
123,9,1,-9,7,2.73
124,9,1,-9,7,2.73
125,9,1,-9,7,2.73
126,9,1,-9,7,2.73
127,9,1,-9,7,2.73
128,9,1,-9,7,2.73
129,9,1,-9,7,2.73
130,9,1,-9,7,2.73
131,9,1,-9,7,2.73
132,9,1,-9,7,2.73
133,9,1,-9,7,2.73
134,9,1,-9,7,2.73
135,9,1,-9,7,2.73
136,9,1,-9,7,2.73
137,9,1,-9,7,2.73
138,9,1,-9,7,2.73
139,9,1,-9,7,2.73
140,9,1,-9,7,2.73
141,9,1,-9,7,2.73
142,9,1,-9,7,2.73
143,9,1,-9,7,2.73
144,9,1,-9,7,2.73
145,9,1,-9,7,2.73
146,9,1,-9,7,2.73
147,9,1,-9,7,2.73
148,9,1,-9,7,2.73
149,9,1,-9,7,2.73
150,9,1,-9,7,2.73
151,9,1,-9,7,2.73
152,9,1,-9,7,2.73
153,9,1,-9,7,2.73
154,9,1,-9,7,2.73
155,9,1,-9,7,2.73
156,9,1,-9,7,2.73
157,9,1,-9,7,2.73
158,9,1,-9,7,2.73
159,9,1,-9,7,2.73
160,9,1,-9,7,2.73
161,9,1,-9,7,2.73
162,9,1,-9,7,2.73
163,9,1,-9,7,2.73
164,9,1,-9,7,2.73
196,1,2,3,7,5.02
197,1,2,3,7,5.02
198,1,2,3,7,5.02
199,1,2,3,7,5.02
200,1,2,3,7,5.02
201,1,2,3,7,5.02
202,1,2,3,7,5.02
203,1,2,3,7,5.02
204,1,2,3,7,5.02
205,1,2,3,7,5.02
206,1,2,3,7,5.02
224,9,3,161,16,3.07
225,9,3,161,16,3.07
226,9,3,161,16,3.07
227,9,3,161,16,3.07
228,9,3,161,16,3.07
229,9,3,161,16,3.07
230,9,3,161,16,3.07
231,9,3,161,16,3.07
232,9,3,161,16,3.07
233,9,3,161,16,3.07
234,9,3,161,16,3.07
235,9,3,161,16,3.07
236,9,3,161,16,3.07
237,9,3,161,16,3.07
238,9,3,161,16,3.07
239,9,3,161,16,3.07
240,9,3,161,16,3.07
241,9,3,161,16,3.07
242,9,3,161,16,3.07
243,9,3,161,16,3.07
244,9,3,161,16,3.07
245,9,3,161,16,3.07
246,9,3,161,16,3.07
247,9,3,161,16,3.07
248,9,3,161,16,3.07
249,9,3,161,16,3.07
250,9,3,161,16,3.07
251,9,3,161,16,3.07
252,9,3,161,16,3.07
253,9,3,161,16,3.07
254,9,3,161,16,3.07
255,9,3,161,16,3.07
256,9,3,161,16,3.07
257,9,3,161,16,3.07
258,9,3,161,16,3.07
259,9,3,161,16,3.07
260,9,3,161,16,3.07
261,9,3,161,16,3.07
262,9,3,161,16,3.07
263,9,3,161,16,3.07
264,9,3,161,16,3.07
265,9,3,161,16,3.07
266,9,3,161,16,3.07
267,9,3,161,16,3.07
268,9,3,161,16,3.07
269,9,3,161,16,3.07
270,9,3,161,16,3.07
271,9,3,161,16,3.07
272,9,3,161,16,3.07
273,9,3,161,16,3.07
274,9,3,161,16,3.07
275,9,3,161,16,3.07
276,9,3,161,16,3.07
277,9,3,161,16,3.07
278,9,3,161,16,3.07
279,9,3,161,16,3.07
280,9,3,161,16,3.07
281,9,3,161,16,3.07
282,9,3,161,16,3.07
283,9,3,161,16,3.07
284,9,3,161,16,3.07
285,9,3,161,16,3.07
286,9,3,161,16,3.07
287,9,3,161,16,3.07
288,9,3,161,16,3.07
289,9,3,161,16,3.07
290,9,3,161,16,3.07
291,9,3,161,16,3.07
292,9,3,161,16,3.07
293,9,3,161,16,3.07
294,9,3,161,16,3.07
295,9,3,161,16,3.07
296,9,3,161,16,3.07
297,9,3,161,16,3.07
298,9,3,161,16,3.07
310,9,4,-141,14,4.06
311,9,4,-141,14,4.06
312,9,4,-141,14,4.06
313,9,4,-141,14,4.06
314,9,4,-141,14,4.06
338,4,5,-23,8,3.18
339,4,5,-22,8,3.14
340,4,5,-21,8,3.09
341,4,5,-20,8,3.05
342,4,5,-19,8,3.0
343,4,5,-18,8,2.96
344,4,5,-17,7,2.93
345,4,5,-16,7,2.89
346,4,5,-15,7,2.85
347,4,5,-14,7,2.82
348,4,5,-13,7,2.79
349,4,5,-13,7,2.76
350,4,5,-9,7,2.73
351,4,5,-9,7,2.71
352,4,5,-9,7,2.68
353,4,5,-8,7,2.66
354,4,5,-7,7,2.64
355,4,5,-8,7,2.63
356,4,5,-5,6,2.61
357,4,5,-4,6,2.6
358,4,5,-3,6,2.59
359,4,5,-2,6,2.59
360,4,5,-1,6,2.58
361,4,5,0,6,2.58
362,4,5,1,6,2.58
363,4,5,4,7,2.59
364,4,5,4,7,2.59
365,4,5,4,7,2.6
366,4,5,5,7,2.61
367,4,5,6,7,2.63
368,4,5,7,7,2.64
369,4,5,8,7,2.66
370,4,5,9,7,2.68
371,4,5,10,7,2.71
372,4,5,11,7,2.73
373,4,5,13,8,2.76
374,4,5,13,8,2.79
375,4,5,14,8,2.82
376,4,5,15,8,2.85
377,4,5,16,8,2.89
378,4,5,17,8,2.93
379,4,5,18,8,2.96
380,4,5,18,8,3.0
381,4,5,20,8,3.05
382,4,5,21,8,3.09
383,4,5,22,8,3.14
